"id";"taskname";"tasksequence";"istask";"meanrr";"sdrr";"meanhr";"sdhr";"meannn";"sdnn";"rmssd";"sdsd";"nn50";"pnn50"
"41";"HiddenExit";"2";"0";"1071.328125";"36.667745051806925";"56.07084644048903";"1.956973317717173";"1071.2691326530612";"37.04533444375613";"27.6098473419792";"27.6098473419792";"3";"5.715136180979313"
"42";"HiddenExit";"3";"1";"994.8863636363636";"32.89637998039289";"60.37375497239635";"2.015553926270924";"994.7193287037037";"33.18172180067822";"18.408157915980343";"18.408157915980343";"0";"0"
"43";"HiddenExit";"4";"0";"1025.9915865384614";"33.894365527755916";"58.54650977394178";"2.056276020798507";"1025.9650735294117";"34.23108661583409";"23.722228829201526";"23.722228829201526";"3";"5.733482642777156"
"53";"HiddenExit";"1";"1";"919.4010416666666";"16.92742285622118";"65.28158724071497";"1.1994370133071266";"919.2929025423729";"17.051809500565355";"13.206958163732388";"13.206958163732388";"0";"0"
"54";"HiddenExit";"2";"0";"888.3568548387096";"27.734766317596712";"67.60766673722088";"2.1911023922612483";"888.703893442623";"27.828871355889056";"16.26301562082916";"16.26301562082916";"0";"0"
"55";"HiddenExit";"3";"1";"875.062003968254";"40.47649986980927";"68.71812051130958";"3.3351585779662445";"875.063004032258";"40.80692497474479";"14.295723689422067";"14.295723689422067";"0";"0"
"56";"HiddenExit";"4";"0";"873.2638888888889";"25.76614157609381";"68.7678687614853";"2.0723767741694528";"873.2358870967741";"25.975514482537896";"14.828238228117158";"14.828238228117158";"0";"0"
"66";"HiddenExit";"1";"1";"873.2358870967741";"44.68768259070063";"68.89036996681777";"3.5888619742508725";"872.5665983606557";"44.744122590134644";"18.58379022467116";"18.58379022467116";"1";"1.878761191839131"
"67";"HiddenExit";"2";"0";"1019.9068509615385";"70.71668455865824";"59.12067827242822";"4.3116131480862805";"1019.1482843137255";"71.20636214199928";"30.262724919135255";"30.262724919135255";"5";"9.619720426875093"
"68";"HiddenExit";"3";"1";"997.7982954545455";"33.50821195331199";"60.1987516076368";"2.015212705308244";"998.046875";"33.77162280675551";"24.007897954837812";"24.007897954837812";"3";"5.566427484235703"
"69";"HiddenExit";"4";"0";"1031.7007211538462";"41.517909861129766";"58.25260879125992";"2.4428670897420273";"1031.7095588235295";"41.93098416879778";"33.06266245234192";"33.06266245234192";"7";"13.303637713437269"
"79";"HiddenExit";"1";"1";"934.5206567796611";"71.19868903747424";"64.57831462074395";"5.034904783409207";"936.5571120689655";"70.06577671501265";"33.70623888869729";"33.70623888869729";"8";"14.727455774485835"
"80";"HiddenExit";"2";"0";"909.2447916666666";"36.66762653930272";"66.09530547180574";"2.6884930068220894";"909.4279661016949";"36.95467824259761";"28.410162352444264";"28.410162352444264";"3";"5.591147350029121"
"81";"HiddenExit";"3";"1";"939.520474137931";"47.0815156766602";"64.02555023583206";"3.320372779602192";"938.1853070175439";"46.37899552139631";"34.54247832759365";"34.54247832759365";"5";"9.349890430971513"
"82";"HiddenExit";"4";"0";"882.2454637096774";"26.368994930780396";"68.06832028434187";"2.0430900182490017";"882.108094262295";"26.565450555348665";"19.9244279409985";"19.9244279409985";"2";"3.7168784029038116"
"92";"HiddenExit";"1";"1";"995.8767361111111";"47.59069800167214";"60.38285047369054";"2.8703405970547506";"993.6615566037735";"45.14814470769773";"55.970945765028226";"55.970945765028226";"28";"53.16718587746625"
"93";"HiddenExit";"2";"0";"1030.291863207547";"55.807689725963726";"58.40482278998352";"3.1839340843975656";"1028.094951923077";"53.988433183828384";"63.92467089728331";"63.92467089728331";"22";"41.1515417214672"
"94";"HiddenExit";"3";"1";"1024.765625";"81.8188074544508";"58.93421116976673";"4.940082961510094";"1034.9170918367347";"77.57950903825308";"77.12371043606358";"77.12371043606358";"24";"47.32706824834386"
"95";"HiddenExit";"4";"0";"944.2845394736842";"106.63399764928133";"64.41273483853337";"7.932179574883754";"953.4737723214286";"109.10904349665604";"69.56675229999013";"69.56675229999013";"23";"43.07557246323798"
"105";"HiddenExit";"1";"1";"640.3107040229885";"29.690717526194028";"93.89123716719557";"4.083637598351913";"639.8074127906976";"29.489204958932888";"12.625746192275715";"12.625746192275715";"1";"1.817407354820389"
"106";"HiddenExit";"2";"0";"815.6960227272727";"89.44940917214394";"74.51121864687344";"8.989971712095622";"828.5456730769231";"90.64457932302562";"62.89737262423786";"62.89737262423786";"17";"31.56596794081381"
"107";"HiddenExit";"3";"1";"705.8137175324675";"51.04254849460977";"85.42429382851354";"5.840910332758064";"704.3071546052631";"49.62841964187401";"19.131322144043434";"19.131322144043434";"0";"0"
"108";"HiddenExit";"4";"0";"838.8221153846154";"45.487673898061665";"71.74280763677612";"4.019799220529757";"838.7451171875";"45.84299621447722";"29.89935244552474";"29.89935244552474";"7";"13.040314364721292"
"118";"HiddenExit";"1";"1";"882.2454637096774";"35.85615608957795";"68.12306717969413";"2.873583531072643";"882.2361680327868";"36.15364732628189";"20.341275691184947";"20.341275691184947";"0";"0"
"119";"HiddenExit";"2";"0";"890.2469758064516";"36.85969904733435";"67.51974461749141";"3.020141350986288";"890.1767418032787";"37.161410616025435";"23.317836883533673";"23.317836883533673";"2";"3.6831882598374213"
"120";"HiddenExit";"3";"1";"949.4243421052631";"30.99980983264078";"63.26312558577837";"2.0879510416152733";"949.3582589285714";"31.2763053854077";"16.87144848991121";"16.87144848991121";"0";"0"
"121";"HiddenExit";"4";"0";"878.7172379032259";"41.5897826713541";"68.43415057768263";"3.2885632179508626";"877.4974385245902";"40.801354916117056";"22.45102815829563";"22.45102815829563";"1";"1.8682040429103115"
"131";"HiddenExit";"1";"1";"857.48291015625";"41.91005104712417";"70.13664505907164";"3.421056506044037";"857.514880952381";"42.24589665648245";"25.149580863122267";"25.149580863122267";"3";"5.5531453362255965"
"132";"HiddenExit";"2";"0";"901.953125";"26.86860173393198";"66.57997951479534";"1.9700585029874806";"901.7478813559322";"27.051758007095845";"20.733473405351816";"20.733473405351816";"1";"1.8795888399412628"
"133";"HiddenExit";"3";"1";"899.4620901639345";"27.730721951175408";"66.77062151512656";"2.1156221632788403";"899.5442708333334";"27.957248837616586";"18.850696238490702";"18.850696238490702";"1";"1.8527900412535283"
"134";"HiddenExit";"4";"0";"869.68994140625";"84.38856855639574";"69.69190802456323";"7.38664460176501";"872.6438492063492";"81.66301905584682";"27.11326390368907";"27.11326390368907";"1";"1.8189569418786415"
"144";"HiddenExit";"1";"1";"1121.841755319149";"65.84762587778287";"53.68151339292048";"3.466151376249646";"1130.5197010869565";"69.04026519860265";"54.721591556398266";"54.721591556398266";"13";"24.998122136257795"
"145";"HiddenExit";"2";"0";"1085.8577806122448";"30.46175671695409";"55.29898086660368";"1.570326579160715";"1085.1236979166667";"30.342952567976013";"42.37148366522019";"42.37148366522019";"15";"28.7985600719964"
"146";"HiddenExit";"3";"1";"1126.9115691489362";"53.434999194259326";"53.359727854461354";"2.52299806231947";"1129.1610054347825";"51.726657446606595";"49.30066485916347";"49.30066485916347";"15";"28.878694442355417"
"147";"HiddenExit";"4";"0";"1077.578125";"34.63428778977156";"55.73708892828954";"1.8005887288294424";"1077.327806122449";"34.94747391038209";"39.19249203982399";"39.19249203982399";"11";"20.837649844605593"
"157";"HiddenExit";"1";"1";"911.1979166666666";"30.66408709942697";"65.91969454892872";"2.1868358607079155";"911.6128177966102";"30.756973413449987";"19.745591123181885";"19.745591123181885";"0";"0"
"158";"HiddenExit";"2";"0";"998.8425925925926";"36.77429583459642";"60.14936020664207";"2.211791581295969";"999.1892688679245";"37.03701899191307";"27.214667847204268";"27.214667847204268";"4";"7.553293501512134"
"159";"HiddenExit";"3";"1";"936.2420550847457";"28.125754655356996";"64.14277247421076";"1.9238020002274927";"935.7489224137931";"28.112932331561613";"18.431191773212092";"18.431191773212092";"0";"0"
"160";"HiddenExit";"4";"0";"993.995949074074";"49.3389433690994";"60.508716852047655";"3.0077359527291527";"995.1356132075472";"49.0882832574375";"28.551207712440856";"28.551207712440856";"3";"5.6880462153755005"
"170";"HiddenExit";"1";"1";"834.2467350746268";"63.796855027199555";"72.36082516350612";"5.879447165718579";"834.3986742424242";"64.27351061272878";"47.41030483140486";"47.41030483140486";"16";"29.053766491700948"
"171";"HiddenExit";"2";"0";"860.04638671875";"45.113837215310596";"69.95748655902084";"3.7616200165109968";"860.3050595238095";"45.428335226519735";"51.99531583300162";"51.99531583300162";"24";"44.28108108108108"
"172";"HiddenExit";"3";"1";"946.1300872093024";"72.77315413599605";"63.787007345634244";"4.96529736937672";"953.6830357142857";"80.30760002473893";"76.93694599793605";"76.93694599793605";"18";"44.938560561732004"
"173";"HiddenExit";"4";"0";"912.9557291666666";"61.267524217086624";"66.01348563397205";"4.453339731000815";"913.6652542372881";"61.54431182914154";"65.7132962549247";"65.7132962549247";"28";"51.94202898550725"
"183";"HiddenExit";"1";"1";"879.4359110169491";"110.51509407822093";"69.2964509830725";"8.796771174017326";"884.5635775862069";"94.73331970776451";"102.33187414356608";"102.33187414356608";"26";"50.67763057712806"
"184";"HiddenExit";"2";"0";"845.9272540983607";"87.93408818328659";"71.68042138230206";"7.409517401638547";"867.0572916666666";"99.76397748624177";"114.83897574533808";"114.83897574533808";"40";"76.88842168493768"
"185";"HiddenExit";"3";"1";"890.3601694915254";"81.94417717784712";"67.94733141226916";"6.225648612282031";"887.6616379310345";"89.54472772126687";"116.83174252548223";"116.83174252548223";"31";"60.21244309559939"
"186";"HiddenExit";"4";"0";"834.9609375";"97.35155060377288";"72.88164009291673";"8.989817736701019";"854.7404661016949";"115.57000312121868";"93.14894654579618";"93.14894654579618";"24";"47.59101471727343"
"196";"HiddenExit";"1";"1";"733.9638157894736";"20.025810853220083";"81.8073070218638";"2.207783512021997";"733.9583333333334";"20.160608902590173";"15.951508317704546";"15.951508317704546";"0";"0"
"197";"HiddenExit";"2";"0";"709.0344551282051";"25.570421956662972";"84.7286915831539";"2.9971149371539134";"708.6038961038961";"25.451910320014814";"14.401356433538556";"14.401356433538556";"0";"0"
"198";"HiddenExit";"3";"1";"780.5347711267606";"44.99247101862763";"77.13127419662116";"4.611216089146848";"780.9151785714286";"45.20218084393009";"25.65812441298487";"25.65812441298487";"3";"5.488066314134629"
"199";"HiddenExit";"4";"0";"758.4635416666666";"22.44448599510595";"79.17594571978734";"2.3538489033628416";"757.8125";"21.90885454253762";"14.367658742660048";"14.367658742660048";"0";"0"
"209";"HiddenExit";"1";"1";"823.4608208955224";"49.78925649416807";"73.14149583960693";"4.691793892179222";"822.5023674242424";"49.54404858020518";"33.92266861426827";"33.92266861426827";"10";"18.42124199467511"
"210";"HiddenExit";"2";"0";"821.3619402985074";"54.410240112366694";"73.37512059077763";"5.012801085653791";"822.9758522727273";"53.186647149069024";"32.86468492202593";"32.86468492202593";"8";"14.728514922689682"
"211";"HiddenExit";"3";"1";"878.6542338709677";"34.17027986560833";"68.3871399145871";"2.639840783817092";"878.5860655737705";"34.44960448554107";"25.255046680069707";"25.255046680069707";"2";"3.7317784256559765"
"212";"HiddenExit";"4";"0";"845.5255681818181";"72.62872274424674";"71.50222027995076";"6.419067836163836";"846.3341346153846";"72.89395380325081";"37.21843554718653";"37.21843554718653";"7";"12.724561528083505"
"222";"HiddenExit";"1";"1";"1319.62890625";"22.654652560284465";"45.48035610590914";"0.7785701649028444";"1320.2123397435898";"22.644322154507716";"20.997587825512994";"20.997587825512994";"0";"0"
"223";"HiddenExit";"2";"0";"1180.4865056818182";"36.279687496229826";"50.87439604951191";"1.5962918991394255";"1179.1424418604652";"35.58335749025487";"20.108652619115237";"20.108652619115237";"1";"1.9722650231124808"
"224";"HiddenExit";"3";"1";"1269.626524390244";"45.61697112105062";"47.31996170863735";"1.7693111186372397";"1265.625";"84.26400878835123";"110.50136881059177";"110.50136881059177";"5";"9.876543209876543"
"225";"HiddenExit";"4";"0";"1216.5697674418604";"28.24953730164671";"49.34505139502853";"1.1492647572026375";"1215.8668154761904";"28.20876335818981";"21.343164675222337";"21.343164675222337";"1";"1.958234529182284"
"235";"HiddenExit";"1";"1";"869.07958984375";"46.87495963281579";"69.23529453878227";"3.7133769483602688";"868.9856150793651";"47.24539375582337";"31.167197507617374";"31.167197507617374";"9";"16.439529075990013"
"236";"HiddenExit";"2";"0";"941.9450431034483";"73.48636026470662";"64.11228078598847";"5.42129134533275";"943.8733552631579";"72.64406661989521";"41.0488279723281";"41.0488279723281";"11";"20.4457997531402"
"237";"HiddenExit";"3";"1";"898.3094262295082";"56.898064435341006";"67.05132840710854";"4.179830589209246";"899.4140625";"56.71477466720794";"39.93011576817094";"39.93011576817094";"8";"14.824466159971045"
"238";"HiddenExit";"4";"0";"964.4949776785714";"110.74947250297399";"63.07418799376656";"7.718310959474047";"965.9090909090909";"111.25882281271964";"62.29621725992545";"62.29621725992545";"13";"24.47058823529412"
"248";"HiddenExit";"1";"1";"682.9185956790124";"36.834871464894015";"88.1087978918211";"4.714329125023368";"682.2265625";"36.53354348736076";"15.833751885568189";"15.833751885568189";"0";"0"
"249";"HiddenExit";"2";"0";"676.5252976190476";"29.770587786004683";"88.85848812237127";"3.917435755695924";"676.722515060241";"29.896308908248574";"16.55034355991499";"16.55034355991499";"1";"1.7803741567563809"
"250";"HiddenExit";"3";"1";"759.0967465753424";"53.75749558231024";"79.46848589414793";"6.1384104948189115";"759.1145833333334";"54.13452826143429";"26.699528750473466";"26.699528750473466";"6";"10.977701543739279"
"251";"HiddenExit";"4";"0";"720.9535256410256";"24.21588391272676";"83.3149848335031";"2.77275329766804";"720.9821428571429";"24.373350688850557";"18.550629317288248";"18.550629317288248";"0";"0"
"261";"HiddenExit";"1";"1";"650.457974137931";"38.39298176691921";"92.54439752569998";"5.195514514035216";"649.6638808139535";"37.89269356422872";"22.996775369379634";"22.996775369379634";"2";"3.579668600992799"
"262";"HiddenExit";"2";"0";"692.9012345679013";"46.378259513354315";"86.96609055839816";"5.671135166894773";"692.28515625";"46.33613242484061";"29.142360205150517";"29.142360205150517";"9";"16.250528988573848"
"263";"HiddenExit";"3";"1";"693.0941358024692";"47.10611268084088";"86.96128198614862";"5.881834405583499";"693.65234375";"47.132955674937854";"30.174583075916388";"30.174583075916388";"9";"16.218499225679288"
"264";"HiddenExit";"4";"0";"709.86328125";"61.339524912009004";"85.18234967759778";"7.76684985960554";"711.4319620253165";"60.094844775380395";"27.737972071718623";"27.737972071718623";"5";"8.896302474284127"
"274";"HiddenExit";"1";"1";"888.3196721311475";"53.09903360305356";"67.78639970302919";"4.149668838645315";"886.7838541666666";"52.162956109271846";"37.50882664482037";"37.50882664482037";"11";"20.673959327508992"
"275";"HiddenExit";"2";"0";"859.130859375";"55.73105717615605";"70.13337241606294";"4.636530053051343";"860.2430555555555";"55.45812013220128";"31.939378229364884";"31.939378229364884";"8";"14.761424246792561"
"276";"HiddenExit";"3";"1";"792.1985035211268";"70.42284161445382";"76.33960846553828";"6.908154035435691";"794.4754464285714";"68.2482205029055";"39.13320141531709";"39.13320141531709";"8";"14.385053030835149"
"277";"HiddenExit";"4";"0";"811.9338768115942";"52.94999221490153";"74.2159164572949";"4.975357893959274";"813.9935661764706";"50.482263352706106";"26.18653347297341";"26.18653347297341";"4";"7.226534932956952"
"287";"HiddenExit";"1";"1";"977.1306818181819";"56.40400057421916";"61.605303554502676";"3.5536846947265817";"974.9710648148148";"54.59011776044721";"36.82804388614677";"36.82804388614677";"9";"17.094524410149877"
"288";"HiddenExit";"2";"0";"786.2884963768116";"51.81837141685393";"76.63427208183674";"5.038769364190688";"785.0988051470588";"51.24551269554064";"18.265915561284565";"18.265915561284565";"0";"0"
"289";"HiddenExit";"3";"1";"1061.5808823529412";"76.51301109137178";"56.82532191379782";"4.360793673532016";"1062.734375";"76.84056550270924";"52.44051366732216";"52.44051366732216";"20";"37.63875615673014"
"290";"HiddenExit";"4";"0";"880.5712090163935";"41.56354640410022";"68.28592325674134";"3.2003818197224305";"879.4921875";"41.043674831539775";"25.330712805906124";"25.330712805906124";"1";"1.8950329410022948"
"300";"HiddenExit";"1";"1";"1125.498670212766";"26.70072010967661";"53.339141637605";"1.2686241258899325";"1126.358695652174";"26.3293664100095";"26.19097820643059";"26.19097820643059";"3";"5.790108564535585"
"301";"HiddenExit";"2";"0";"1107.3404947916667";"85.55505137127942";"54.53177438975845";"4.623509901662918";"1107.130984042553";"86.46755030277261";"40.84340460708556";"40.84340460708556";"12";"23.061331731851965"
"302";"HiddenExit";"3";"1";"1148.0978260869565";"31.35643860033948";"52.29838296078472";"1.4240860082709141";"1147.3958333333333";"31.343078711201795";"24.55040056636042";"24.55040056636042";"3";"5.81025873808443"
"303";"HiddenExit";"4";"0";"1122.9222074468084";"41.88076537631925";"53.506662521273704";"2.047058150685452";"1122.2826086956522";"42.110828969704464";"35.692286906530036";"35.692286906530036";"6";"11.62227602905569"
"313";"HiddenExit";"1";"1";"1076.9856770833333";"100.2593822624405";"56.17829967811918";"5.142997906315708";"1112.4501329787233";"106.36113566288957";"142.3050774764465";"142.3050774764465";"35";"66.94060515502429"
"314";"HiddenExit";"2";"0";"1092.2037760416667";"89.45713380977922";"55.313631636160856";"4.737382583160168";"1122.2573138297873";"77.81406745320979";"109.63248515823268";"109.63248515823268";"35";"66.35562467599793"
"315";"HiddenExit";"3";"1";"1165.3645833333333";"76.0876027127725";"51.70477407372279";"3.433935955722764";"1166.3707386363637";"96.33487640336199";"140.44951300099467";"140.44951300099467";"31";"60.40493225757345"
"316";"HiddenExit";"4";"0";"1171.0069444444443";"66.56736434186786";"51.39541019309588";"2.842861104651594";"1166.2819602272727";"84.26287621369845";"119.85221338100345";"119.85221338100345";"26";"50.66605769962701"
"326";"HiddenExit";"1";"1";"1244.419642857143";"30.699016255100478";"48.24468673090807";"1.223397626092327";"1243.7118902439024";"30.731514794621297";"31.396142652203313";"31.396142652203313";"5";"9.805423624942547"
"327";"HiddenExit";"2";"0";"1253.810975609756";"41.519301417488535";"47.904446185206865";"1.560279186376492";"1254.58984375";"41.743789114818746";"41.202404006969374";"41.202404006969374";"7";"13.948781816766559"
"328";"HiddenExit";"3";"1";"1237.1911337209303";"41.0340057789743";"48.548595649157186";"1.5954119258087487";"1236.142113095238";"40.9436740144982";"40.120021975321805";"40.120021975321805";"8";"15.408923331577759"
"329";"HiddenExit";"4";"0";"1287.7261513157894";"76.98854756793419";"46.77006551874862";"3.0421852420723567";"1287.162162162162";"77.97088543537991";"57.71182346921956";"57.71182346921956";"12";"25.196850393700785"
"339";"HiddenExit";"1";"1";"735.9683388157895";"34.47061531422341";"81.70470320125595";"3.887578215309279";"735.9375";"34.70168780944703";"22.84495186924103";"22.84495186924103";"2";"3.623496107572541"
"340";"HiddenExit";"2";"0";"740.0287828947369";"37.00517023390881";"81.27580436659721";"4.022341522237266";"739.6875";"37.13376021348909";"24.08830388548334";"24.08830388548334";"4";"7.210252077172228"
"341";"HiddenExit";"3";"1";"740.491365131579";"26.846941553910156";"81.12937505687185";"2.8572885147823026";"739.5833333333334";"25.826106724975407";"21.58252687037924";"21.58252687037924";"3";"5.408450704225352"
"342";"HiddenExit";"4";"0";"761.183647260274";"29.75135810447111";"78.94167835763584";"3.0400355041414655";"761.0134548611111";"29.92433552812611";"20.60223849400614";"20.60223849400614";"1";"1.8250516860340773"
"352";"HiddenExit";"1";"1";"900.5208333333334";"52.6562984605554";"66.85616217366662";"3.972013668692685";"899.6292372881356";"52.64951783988591";"53.74613120098298";"53.74613120098298";"24";"45.216367382984984"
"353";"HiddenExit";"2";"0";"899.5261270491803";"48.48122159162122";"66.89512349291252";"3.658103472352208";"898.5026041666666";"48.221156856783836";"33.93597853169408";"33.93597853169408";"9";"16.69444243170785"
"354";"HiddenExit";"3";"1";"917.3728813559322";"37.03531317026091";"65.51147676141616";"2.7067243786578388";"917.4299568965517";"37.3561542611431";"50.55141561705427";"50.55141561705427";"20";"37.58625752459257"
"355";"HiddenExit";"4";"0";"917.1875";"54.56345647568666";"65.65792465594761";"4.124124063246638";"917.5715042372881";"54.94998829842231";"49.031097530586436";"49.031097530586436";"19";"35.09632729634173"
"365";"HiddenExit";"1";"1";"903.688524590164";"33.50343089513697";"66.48492429220912";"2.4807315754946107";"904.296875";"33.44468306538843";"39.75160185918";"39.75160185918";"18";"33.17494600431966"
"366";"HiddenExit";"2";"0";"795.9692028985507";"23.83758671400971";"75.44666111909787";"2.2671146729697926";"795.1516544117648";"23.019657999303675";"20.11148382681939";"20.11148382681939";"0";"0"
"367";"HiddenExit";"3";"1";"902.5390625";"22.358007870177843";"66.51962510786088";"1.6634822611698277";"902.0789194915254";"22.261541221025837";"27.635641856760433";"27.635641856760433";"6";"11.273394495412845"
"368";"HiddenExit";"4";"0";"889.1521516393443";"21.349766931460024";"67.51877469618717";"1.6418981150203693";"888.7369791666666";"21.280167155297384";"25.254022612324825";"25.254022612324825";"0";"0"
"378";"HiddenExit";"1";"1";"945.9402901785714";"54.68636761060908";"63.63405545363895";"3.6174596380999104";"944.53125";"54.15477133007303";"36.170428211806716";"36.170428211806716";"7";"13.474697345665088"
"379";"HiddenExit";"2";"0";"1051.8535539215686";"74.55957283917864";"57.32447583319522";"4.090098204133841";"1052.1875";"75.27800436811145";"50.2356135487808";"50.2356135487808";"15";"28.512028512028515"
"380";"HiddenExit";"3";"1";"993.1066176470588";"54.495131726543995";"60.58709721036932";"3.1783175593943036";"993.28125";"55.03397895196852";"39.85172114142215";"39.85172114142215";"13";"26.1758691206544"
"381";"HiddenExit";"4";"0";"1020.0095663265306";"105.16882222781557";"59.47478808613686";"6.51087671638101";"1031.25";"98.8343171205806";"78.57252142874259";"78.57252142874259";"24";"48.484848484848484"
"391";"HiddenExit";"1";"1";"802.6494565217391";"15.446020761831187";"74.77963502177738";"1.434708447644516";"802.6194852941177";"15.558841224938327";"17.186704951082383";"17.186704951082383";"0";"0"
"392";"HiddenExit";"2";"0";"747.4662162162163";"20.583110322881513";"80.33177511564028";"2.2314145985111606";"747.5920376712329";"20.69688119317568";"18.018688155075584";"18.018688155075584";"0";"0"
"393";"HiddenExit";"3";"1";"832.7414772727273";"28.696035026561237";"72.13762800199054";"2.5513691848600457";"833.1730769230769";"28.70265775432581";"26.20392161132566";"26.20392161132566";"3";"5.539526832083093"
"394";"HiddenExit";"4";"0";"832.7308768656717";"23.74059632116301";"72.10999167924275";"2.0630154608509783";"833.2149621212121";"23.58696031644809";"18.808752102386762";"18.808752102386762";"0";"0"
"404";"HiddenExit";"1";"1";"998.5532407407408";"63.68774985995321";"60.328690416733444";"3.8743503879908783";"998.0837264150944";"64.20279659059658";"73.23367338333881";"73.23367338333881";"31";"58.60286516024221"
"405";"HiddenExit";"2";"0";"1027.34375";"61.6443456698577";"58.61611795640643";"3.6317372114147792";"1027.118389423077";"62.22371849546581";"66.60194995682537";"66.60194995682537";"28";"52.42448621370585"
"406";"HiddenExit";"3";"1";"1005.714699074074";"49.797789090342874";"59.804003728272";"2.9882172423055775";"1006.8543632075472";"49.55827677444326";"64.71437800947983";"64.71437800947983";"26";"48.72264109508821"
"407";"HiddenExit";"4";"0";"1014.9616745283018";"55.95907426722815";"59.29441352172945";"3.3129256434343186";"1014.3479567307693";"56.32463493166726";"68.7483462646468";"68.7483462646468";"32";"60.66799970376954"
"417";"HiddenExit";"1";"1";"822.6445895522388";"46.87036209247118";"73.16266863003705";"4.057216406398951";"822.6799242424242";"47.22862798240006";"36.68868961837505";"36.68868961837505";"15";"27.62589928057554"
"418";"HiddenExit";"2";"0";"929.5572916666666";"66.96265940401398";"64.8882815842441";"4.848361523249437";"930.1509533898305";"67.37801881125552";"59.859707683775646";"59.859707683775646";"26";"47.37703751156666"
"419";"HiddenExit";"3";"1";"888.1048387096774";"51.186497635997256";"67.77400137707836";"3.794358510863302";"887.5512295081967";"51.423793242855474";"54.66889564497957";"54.66889564497957";"23";"42.48196248196248"
"420";"HiddenExit";"4";"0";"953.3305921052631";"52.72104790174939";"63.129491352211055";"3.5432338560219265";"952.0786830357143";"52.33628185905703";"58.91248535240834";"58.91248535240834";"22";"41.26309619752363"
"5";"CarFromRight";"1";"0";"1065.390625";"54.88535863846648";"56.46566773194226";"2.9427602146055376";"1066.7251275510205";"54.62839029467936";"52.423005335863856";"52.423005335863856";"18";"34.43688812495329"
"6";"CarFromRight";"2";"1";"951.1021205357143";"31.479898940831752";"63.15216766227166";"2.077085666152989";"950.1420454545455";"30.931570242951697";"35.78953158042904";"35.78953158042904";"9";"17.222305277320974"
"7";"CarFromRight";"3";"0";"1002.8935185185185";"126.58193691281036";"60.8339567262648";"8.174304681467493";"1003.3166273584906";"127.75471837792769";"50.890922619934614";"50.890922619934614";"17";"31.969440975538088"
"8";"CarFromRight";"4";"1";"987.9918981481482";"29.387407797762258";"60.78226071681682";"1.8173560671150162";"987.1020047169811";"28.92476937356078";"32.735859441741";"32.735859441741";"5";"9.557231389531845"
